name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Aaron Nesmith,SG/SF,4600,IND,18.38,10.47,3.9956521739130433,2.276086956521739,-4.62,0
Rudy Gobert,C,6100,MIN,25.63,13.61,4.201639344262295,2.231147540983607,-4.87,0
Cory Joseph,PG,3400,ORL,12.12,5.96,3.564705882352941,1.7529411764705882,-4.88,0
Kristaps Porzingis,C,7500,BOS,32.62,17.58,4.349333333333333,2.344,-4.88,0
Jonathan Isaac,PF/C,3200,ORL,10.88,5.95,3.4000000000000004,1.8593750000000002,-5.12,0
Jaylen Brown,SG/SF,8100,BOS,35.38,17.95,4.367901234567902,2.2160493827160495,-5.12,0
Derrick White,PG,7200,BOS,30.12,16.41,4.183333333333334,2.279166666666667,-5.88,0
Sam Hauser,SF/PF,3200,BOS,10.12,4.38,3.1625,1.36875,-5.88,0
Jarace Walker,SF/PF,3200,IND,9.62,4.14,3.0062499999999996,1.29375,-6.38,0
Luke Kornet,C,3300,BOS,9.63,4.59,2.9181818181818184,1.3909090909090909,-6.87,0
Thomas Bryant,C,3100,IND,7.87,3.45,2.5387096774193547,1.1129032258064515,-7.63,0
Caleb Houstan,SF/PF,3100,ORL,7.38,2.99,2.3806451612903223,0.964516129032258,-8.12,0
Gary Harris,SG/SF,3300,ORL,7.38,2.99,2.2363636363636363,0.9060606060606061,-9.12,0
Jericho Sims,C,3000,MIL,3.6,0.0,1.2000000000000002,0.0,-15.0,1
Torrey Craig,SF/PF,3000,BOS,2.7,0.0,0.9000000000000001,0.0,-15.0,1
Jordan Goodwin,SG/SF,3000,LAL,5.1,0.0,1.7,0.0,-15.0,1
AJ Green,PG/SG,3100,MIL,6.3,0.0,2.032258064516129,0.0,-15.5,1
Cole Anthony,PG/SG,3100,ORL,6.3,0.0,2.032258064516129,0.0,-15.5,1
Goga Bitadze,C,3100,ORL,6.2,0.0,2.0,0.0,-15.5,1
Taurean Prince,SG/SF,3300,MIL,11.0,0.0,3.3333333333333335,0.0,-16.5,1
Jarred Vanderbilt,PF/C,3400,LAL,9.8,0.0,2.882352941176471,0.0,-17.0,1
Jaxson Hayes,C,3600,LAL,7.6,0.0,2.1111111111111107,0.0,-18.0,1
Gabe Vincent,PG/SG,3700,LAL,8.7,0.0,2.351351351351351,0.0,-18.5,1
Dorian Finney-Smith,PF/C,3800,LAL,17.5,0.0,4.605263157894736,0.0,-19.0,1
Gary Trent,SG/SF,3800,MIL,18.9,0.0,4.973684210526315,0.0,-19.0,1
Kevin Porter,PG,4200,MIL,14.7,0.0,3.4999999999999996,0.0,-21.0,1
Kyle Kuzma,SF/PF,4500,MIL,18.9,0.0,4.2,0.0,-22.5,1
Rui Hachimura,SF/PF,4600,LAL,21.4,0.0,4.652173913043478,0.0,-23.0,1
Brook Lopez,C,4700,MIL,17.1,0.0,3.638297872340426,0.0,-23.5,1
Bobby Portis,PF/C,5100,MIL,31.4,0.0,6.156862745098039,0.0,-25.5,1
Austin Reaves,PG/SG,6500,LAL,34.0,0.0,5.230769230769231,0.0,-32.5,1
Damian Lillard,PG,7800,MIL,38.9,0.0,4.987179487179487,0.0,-39.0,1
LeBron James,SF/PF,9500,LAL,45.4,0.0,4.778947368421052,0.0,-47.5,1
Luka Doncic,PG,11000,LAL,55.3,0.0,5.0272727272727264,0.0,-55.0,1
Giannis Antetokounmpo,PF/C,11500,MIL,65.8,0.0,5.721739130434782,0.0,-57.5,1
