name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Mouhamed Gueye,PF/C,3100,ATL,18.63,0.0,6.009677419354839,0.0,-15.5,1
Jaylen Clark,SF,3100,MIN,6.39,0.0,2.0612903225806454,0.0,-15.5,1
John Konchar,SF,3100,MEM,4.59,0.0,1.4806451612903224,0.0,-15.5,1
Simone Fontecchio,PF,3100,DET,5.76,0.0,1.8580645161290323,0.0,-15.5,1
Lester Quinones,SG,3100,NO,22.59,0.0,7.287096774193548,0.0,-15.5,1
JT Thor,PF,3200,WAS,11.25,0.0,3.515625,0.0,-16.0,1
Jamal Cain,SF,3200,NO,18.72,0.0,5.85,0.0,-16.0,1
Vit Krejci,SG/SF,3200,ATL,13.68,0.0,4.275,0.0,-16.0,1
Brandon Williams,PG,3200,DAL,18.63,0.0,5.8218749999999995,0.0,-16.0,1
Payton Pritchard,PG/SG,7200,BOS,20.0,11.55,2.7777777777777777,1.6041666666666667,-16.0,0
Evan Mobley,PF/C,8900,CLE,28.37,14.61,3.1876404494382022,1.6415730337078651,-16.13,0
Jeremiah Robinson-Earl,PF,3300,NO,25.11,0.0,7.609090909090909,0.0,-16.5,1
Terance Mann,PG/SF,3300,ATL,17.91,0.0,5.427272727272728,0.0,-16.5,1
Maxwell Lewis,SF,3400,BKN,13.59,0.0,3.9970588235294118,0.0,-17.0,1
Georges Niang,PF,3400,ATL,16.47,0.0,4.844117647058823,0.0,-17.0,1
Jarrett Allen,C,6500,CLE,15.38,7.62,2.3661538461538463,1.1723076923076923,-17.12,0
Ronald Holland,SF,3500,DET,11.97,0.0,3.4200000000000004,0.0,-17.5,1
Dariq Whitehead,SG,3500,BKN,13.5,0.0,3.857142857142857,0.0,-17.5,1
Chris Boucher,C,3500,TOR,12.69,0.0,3.6257142857142854,0.0,-17.5,1
Marcus Smart,PG/SG,3500,WAS,9.09,0.0,2.597142857142857,0.0,-17.5,1
Damion Baugh,PG,3500,CHA,12.69,0.0,3.6257142857142854,0.0,-17.5,1
Taj Gibson,C,3500,CHA,7.74,0.0,2.2114285714285717,0.0,-17.5,1
Russell Westbrook,PG,7600,DEN,20.38,10.75,2.681578947368421,1.4144736842105263,-17.62,0
Jaylen Sims,PG,3600,CHA,4.59,0.0,1.275,0.0,-18.0,1
AJ Lawson,PG/SG,4400,TOR,3.75,2.17,0.8522727272727272,0.49318181818181817,-18.25,0
Torrey Craig,PF/C,3700,BOS,5.76,0.0,1.5567567567567566,0.0,-18.5,1
AJ Green,PG/SG,3800,MIL,10.98,0.0,2.889473684210526,0.0,-19.0,1
Seth Curry,SG,3800,CHA,9.72,0.0,2.557894736842105,0.0,-19.0,1
Neemias Queta,C,3800,BOS,5.31,0.0,1.3973684210526316,0.0,-19.0,1
Reece Beekman,PG,3900,BKN,15.66,0.0,4.015384615384615,0.0,-19.5,1
Josh Okogie,SG/SF,3900,CHA,17.82,0.0,4.569230769230769,0.0,-19.5,1
Elfrid Payton,PG,3900,NO,22.23,0.0,5.7,0.0,-19.5,1
Antonio Reeves,SG/SF,4000,NO,23.85,0.0,5.9625,0.0,-20.0,1
Keion Brooks,SF/PF,4000,NO,25.29,0.0,6.3225,0.0,-20.0,1
DaQuan Jeffries,SF/PF,4000,CHA,12.6,0.0,3.15,0.0,-20.0,1
Colby Jones,SF,4200,WAS,21.42,0.0,5.1000000000000005,0.0,-21.0,1
Precious Achiuwa,PF/C,4200,NY,20.61,0.0,4.9071428571428575,0.0,-21.0,1
Ricky Council,SF/PF,4400,PHI,22.68,0.0,5.154545454545454,0.0,-22.0,1
Nick Smith,PG/SG,4400,CHA,19.89,0.0,4.5204545454545455,0.0,-22.0,1
Baylor Scheierman,SG/SF,4500,BOS,9.99,0.0,2.22,0.0,-22.5,1
Taurean Prince,SG/SF,4500,MIL,14.49,0.0,3.22,0.0,-22.5,1
Tyrese Martin,SG,4500,BKN,17.37,0.0,3.8600000000000003,0.0,-22.5,1
Caris LeVert,SG/SF,4600,ATL,22.77,0.0,4.949999999999999,0.0,-23.0,1
Tristan Vukcevic,C,4600,WAS,23.76,0.0,5.165217391304348,0.0,-23.0,1
Zaccharie Risacher,SF/PF,4700,ATL,21.42,0.0,4.5574468085106385,0.0,-23.5,1
Tidjane Salaun,PF,4800,CHA,18.54,0.0,3.8625,0.0,-24.0,1
AJ Johnson,PG/SG,4900,WAS,24.84,0.0,5.06938775510204,0.0,-24.5,1
Gary Trent,SG/SF,4900,MIL,14.22,0.0,2.9020408163265308,0.0,-24.5,1
Kevin Porter,PG,5200,MIL,21.24,0.0,4.084615384615384,0.0,-26.0,1
KJ Simpson,PG,5400,CHA,21.33,0.0,3.9499999999999997,0.0,-27.0,1
Ryan Rollins,PG,5500,MIL,17.01,0.0,3.092727272727273,0.0,-27.5,1
Justin Champagnie,SF/PF,5700,WAS,27.36,0.0,4.8,0.0,-28.5,1
Kyshawn George,PF,5800,WAS,21.87,0.0,3.770689655172414,0.0,-29.0,1
Jusuf Nurkic,C,6000,CHA,17.37,0.0,2.895,0.0,-30.0,1
Bobby Portis,PF/C,6000,MIL,25.47,0.0,4.244999999999999,0.0,-30.0,1
Carlton Carrington,PG/SG,6200,WAS,29.61,0.0,4.775806451612903,0.0,-31.0,1
Lonnie Walker,SG/SF,6200,PHI,31.5,0.0,5.080645161290322,0.0,-31.0,1
Brook Lopez,C,6300,MIL,22.41,0.0,3.5571428571428574,0.0,-31.5,1
Alexandre Sarr,C,6500,WAS,31.59,0.0,4.859999999999999,0.0,-32.5,1
Jose Alvarado,PG,6500,NO,28.08,0.0,4.32,0.0,-32.5,1
Kyle Kuzma,SF/PF,6700,MIL,21.24,0.0,3.170149253731343,0.0,-33.5,1
Dyson Daniels,PG/SG,7800,ATL,31.59,0.0,4.05,0.0,-39.0,1
Onyeka Okongwu,C,8200,ATL,36.63,0.0,4.467073170731708,0.0,-41.0,1
Mark Williams,C,8600,CHA,27.9,0.0,3.244186046511628,0.0,-43.0,1
Josh Giddey,PG,10500,CHI,8.88,3.98,0.8457142857142858,0.379047619047619,-43.62,0
Trae Young,PG,10000,ATL,43.02,0.0,4.3020000000000005,0.0,-50.0,1
Giannis Antetokounmpo,PF/C,12500,MIL,52.47,0.0,4.1976,0.0,-62.5,1
